period,stateid,stateDescription,sectorid,sectorName,customers,price,sales,customers-units,price-units,sales-units
2015,NH,New Hampshire,RES,residential,,18.5,4526.948,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,NV,Nevada,RES,residential,,12.76,12338.538,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,NE,Nebraska,RES,residential,,10.6,9532.13195,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,KS,Kansas,RES,residential,,12.34,13241.68201,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,IA,Iowa,RES,residential,,11.63,13786.32791,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,IL,Illinois,RES,residential,,12.5,44645.638,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,ID,Idaho,RES,residential,,9.93,8054.693,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,HI,Hawaii,RES,residential,,29.6,2641.336,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,GA,Georgia,RES,residential,,11.54,56421.65,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,ND,North Dakota,RES,residential,,9.62,4862.542,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,AL,Alabama,RES,residential,,11.7,31908.53,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,MT,Montana,RES,residential,,10.88,4825.21302,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,MO,Missouri,RES,residential,,11.21,33911.75999,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,KY,Kentucky,RES,residential,,10.24,26168.09299,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,AR,Arkansas,RES,residential,,9.82,18273.389,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,WI,Wisconsin,RES,residential,,14.11,21214.78696,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,WV,West Virginia,RES,residential,,10.08,11437.451,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,WA,Washington,RES,residential,,9.09,34071.98699,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,CA,California,RES,residential,,16.25,89360.68,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,IA,Iowa,RES,residential,,11.16,14426.58197,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,IN,Indiana,RES,residential,,11.46,33703.965,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,IL,Illinois,RES,residential,,11.91,46009.45799,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,ID,Idaho,RES,residential,,9.72,8134.91301,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,HI,Hawaii,RES,residential,,37.04,2583.77,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,GA,Georgia,RES,residential,,11.65,57167.387,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,FL,Florida,RES,residential,,11.89,116535.263,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,SD,South Dakota,RES,residential,,10.47,4827.36801,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,SC,South Carolina,RES,residential,,12.45,30715.986,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,RI,Rhode Island,RES,residential,,17.17,3070.347,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,NY,New York,RES,residential,,20.07,49974.914,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,NM,New Mexico,RES,residential,,12.28,6611.97001,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,NJ,New Jersey,RES,residential,,15.78,27892.58201,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,NH,New Hampshire,RES,residential,,17.53,4510.487,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,PA,Pennsylvania,RES,residential,,13.32,54195.33501,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,OR,Oregon,RES,residential,,10.47,18617.61301,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,OK,Oklahoma,RES,residential,,10.03,23351.14401,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,OH,Ohio,RES,residential,,12.5,52804.33401,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,ND,North Dakota,RES,residential,,9.15,5357.51401,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,NC,North Carolina,RES,residential,,11.1,58649.99399,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,DC,District of Columbia,RES,residential,,12.74,2072.205,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,DE,Delaware,RES,residential,,13.29,4644.841,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,NV,Nevada,RES,residential,,12.93,11916.521,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,NE,Nebraska,RES,residential,,10.4,10028.238,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,MT,Montana,RES,residential,,10.18,4969.243,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,MO,Missouri,RES,residential,,10.64,35792.64397,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,MS,Mississippi,RES,residential,,11.32,18922.09699,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,MN,Minnesota,RES,residential,,12.01,22791.466,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,LA,Louisiana,RES,residential,,9.57,31400.68301,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,KY,Kentucky,RES,residential,,10.16,27399.76799,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,KS,Kansas,RES,residential,,12.17,13684.95203,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,MI,Michigan,RES,residential,,14.46,33514.991,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,MA,Massachusetts,RES,residential,,17.39,20071.15999,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,MD,Maryland,RES,residential,,13.63,27487.63301,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,ME,Maine,RES,residential,,15.27,4660.605,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,WY,Wyoming,RES,residential,,10.5,2752.31302,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,WI,Wisconsin,RES,residential,,13.67,21925.712,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,WV,West Virginia,RES,residential,,9.34,11990.728,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,CT,Connecticut,RES,residential,,19.75,12777.579,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,CO,Colorado,RES,residential,,12.18,18092.93201,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,WA,Washington,RES,residential,,8.67,35082.95799,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,VA,Virginia,RES,residential,,11.1,46443.716,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,VT,Vermont,RES,residential,,17.47,2121.347,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,AR,Arkansas,RES,residential,,9.51,18441.11901,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,AZ,Arizona,RES,residential,,11.9,32346.07899,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,AL,Alabama,RES,residential,,11.48,32929.598,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,UT,Utah,RES,residential,,10.65,8963.971,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,TX,Texas,RES,residential,,11.86,140899.744,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,TN,Tennessee,RES,residential,,10.32,42538.24799,number of customers,cents per kilowatt-hour,million kilowatt hours
2014,AK,Alaska,RES,residential,,19.14,2043.61399,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,OR,Oregon,RES,residential,,9.9,19328.55801,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,MA,Massachusetts,RES,residential,,15.83,20727.624,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,WY,Wyoming,RES,residential,,10.16,2829.496,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,MI,Michigan,RES,residential,,14.59,34013.168,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,MN,Minnesota,RES,residential,,11.81,22849.542,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,ID,Idaho,RES,residential,,9.32,8619.262,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,HI,Hawaii,RES,residential,,36.98,2608.853,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,GA,Georgia,RES,residential,,11.46,53544.411,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,MS,Mississippi,RES,residential,,10.78,18462.41499,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,NY,New York,RES,residential,,18.79,50777.369,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,NM,New Mexico,RES,residential,,11.68,6803.987,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,ME,Maine,RES,residential,,14.35,4662.303,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,NJ,New Jersey,RES,residential,,15.73,28544.638,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,NH,New Hampshire,RES,residential,,16.33,4553.871,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,NV,Nevada,RES,residential,,11.89,12142.43101,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,NE,Nebraska,RES,residential,,10.31,10062.159,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,MT,Montana,RES,residential,,10.33,4926.471,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,MO,Missouri,RES,residential,,10.6,35318.20399,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,MD,Maryland,RES,residential,,13.25,27448.367,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,WI,Wisconsin,RES,residential,,13.55,22095.92199,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,WV,West Virginia,RES,residential,,9.52,11581.825,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,WA,Washington,RES,residential,,8.7,35983.48598,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,CA,California,RES,residential,,16.23,89241.93399,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,VA,Virginia,RES,residential,,10.84,45416.25301,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,VT,Vermont,RES,residential,,17.14,2125.435,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,IA,Iowa,RES,residential,,11.04,14625.86599,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,IN,Indiana,RES,residential,,10.99,33406.62999,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,IL,Illinois,RES,residential,,10.63,46372.234,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,UT,Utah,RES,residential,,10.37,9401.748,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,TX,Texas,RES,residential,,11.35,140272.60703,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,TN,Tennessee,RES,residential,,9.98,40905.92399,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,SD,South Dakota,RES,residential,,10.26,4824.14999,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,OK,Oklahoma,RES,residential,,9.67,23199.96799,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,OH,Ohio,RES,residential,,12.01,52158.09399,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,ND,North Dakota,RES,residential,,9.12,5038.846,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,NC,North Carolina,RES,residential,,10.97,56251.297,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,AL,Alabama,RES,residential,,11.26,31378.65902,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,LA,Louisiana,RES,residential,,9.43,30709.206,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,KY,Kentucky,RES,residential,,9.79,26788.09799,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,KS,Kansas,RES,residential,,11.64,13593.00302,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,DE,Delaware,RES,residential,,12.95,4570.013,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,FL,Florida,RES,residential,,11.27,113293.91298,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,DC,District of Columbia,RES,residential,,12.57,2033.618,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,CT,Connecticut,RES,residential,,17.55,13135.451,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,CO,Colorado,RES,residential,,11.93,18528.908,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,AR,Arkansas,RES,residential,,9.59,18219.287,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,AZ,Arizona,RES,residential,,11.71,33103.60201,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,AK,Alaska,RES,residential,,18.12,2103.96601,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,SC,South Carolina,RES,residential,,11.99,28812.51799,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,RI,Rhode Island,RES,residential,,15.2,3164.692,number of customers,cents per kilowatt-hour,million kilowatt hours
2013,PA,Pennsylvania,RES,residential,,12.79,54251.847,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,OH,Ohio,RES,residential,,11.76,52287.76902,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,CA,California,RES,residential,,15.34,90109.99501,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,AR,Arkansas,RES,residential,,9.3,17909.30099,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,AZ,Arizona,RES,residential,,11.29,32922.97001,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,AK,Alaska,RES,residential,,17.88,2160.19598,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,AL,Alabama,RES,residential,,11.4,30632.26102,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,LA,Louisiana,RES,residential,,8.37,30026.58801,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,KY,Kentucky,RES,residential,,9.43,26096.70699,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,KS,Kansas,RES,residential,,11.24,13796.67898,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,IN,Indiana,RES,residential,,10.53,32963.52203,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,IL,Illinois,RES,residential,,11.37,46901.86999,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,GA,Georgia,RES,residential,,11.17,53660.167,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,FL,Florida,RES,residential,,11.42,112127.05601,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,DC,District of Columbia,RES,residential,,12.28,2002.527,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,DE,Delaware,RES,residential,,13.58,4521.682,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,CT,Connecticut,RES,residential,,17.34,12757.633,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,CO,Colorado,RES,residential,,11.46,18220.36501,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,MI,Michigan,RES,residential,,14.13,34461.13999,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,MA,Massachusetts,RES,residential,,14.91,20313.469,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,MD,Maryland,RES,residential,,12.84,26678.15801,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,ME,Maine,RES,residential,,14.66,4480.736,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,IA,Iowa,RES,residential,,10.82,13987.61299,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,ID,Idaho,RES,residential,,8.67,8159.349,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,HI,Hawaii,RES,residential,,37.34,2739.298,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,WI,Wisconsin,RES,residential,,13.19,22026.35301,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,WV,West Virginia,RES,residential,,9.85,11194.679,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,WA,Washington,RES,residential,,8.53,35510.961,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,VA,Virginia,RES,residential,,11.08,43534.675,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,VT,Vermont,RES,residential,,17.01,2095.283,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,UT,Utah,RES,residential,,9.93,9188.204,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,TX,Texas,RES,residential,,10.98,137411.63299,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,TN,Tennessee,RES,residential,,10.1,39753.63099,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,SD,South Dakota,RES,residential,,10.07,4453.732,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,SC,South Carolina,RES,residential,,11.77,28366.263,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,RI,Rhode Island,RES,residential,,14.4,3121.367,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,WY,Wyoming,RES,residential,,9.85,2716.52799,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,ND,North Dakota,RES,residential,,9.06,4484.758,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,NC,North Carolina,RES,residential,,10.91,54671.52098,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,NY,New York,RES,residential,,17.62,50691.506,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,NM,New Mexico,RES,residential,,11.37,6763.82,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,NJ,New Jersey,RES,residential,,15.78,28662.958,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,NH,New Hampshire,RES,residential,,16.07,4439.208,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,NV,Nevada,RES,residential,,11.83,12122.718,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,NE,Nebraska,RES,residential,,10.04,9680.14301,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,MT,Montana,RES,residential,,10.08,4778.36501,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,MO,Missouri,RES,residential,,10.17,34336.61498,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,MS,Mississippi,RES,residential,,10.26,17992.70799,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,MN,Minnesota,RES,residential,,11.35,22059.63099,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,PA,Pennsylvania,RES,residential,,12.75,52876.058,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,OR,Oregon,RES,residential,,9.8,18854.65901,number of customers,cents per kilowatt-hour,million kilowatt hours
2012,OK,Oklahoma,RES,residential,,9.51,22809.68001,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,NE,Nebraska,RES,residential,,9.32,9946.97301,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,ND,North Dakota,RES,residential,,8.58,4552.228,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,NC,North Carolina,RES,residential,,10.26,58055.87802,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,NY,New York,RES,residential,,18.26,51239.59901,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,NH,New Hampshire,RES,residential,,16.52,4454.088,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,NM,New Mexico,RES,residential,,11,6873.748,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,NJ,New Jersey,RES,residential,,16.23,29398.87001,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,MD,Maryland,RES,residential,,13.31,27295.675,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,IL,Illinois,RES,residential,,11.78,47057.00202,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,ID,Idaho,RES,residential,,7.87,8389.866,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,HI,Hawaii,RES,residential,,34.68,2928.743,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,ME,Maine,RES,residential,,15.38,4381.536,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,LA,Louisiana,RES,residential,,8.96,32019.04,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,KY,Kentucky,RES,residential,,9.2,27197.836,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,KS,Kansas,RES,residential,,10.65,14343.74798,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,IA,Iowa,RES,residential,,10.46,14326.77099,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,WY,Wyoming,RES,residential,,9.11,2802.72599,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,WI,Wisconsin,RES,residential,,13.02,22149.94102,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,WV,West Virginia,RES,residential,,9.39,11746.151,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,WA,Washington,RES,residential,,8.28,36376.143,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,VA,Virginia,RES,residential,,10.64,45771.144,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,VT,Vermont,RES,residential,,16.26,2124.533,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,UT,Utah,RES,residential,,8.96,8946.74101,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,TX,Texas,RES,residential,,11.08,145654.22801,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,TN,Tennessee,RES,residential,,9.98,43067.861,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,OK,Oklahoma,RES,residential,,9.47,24425.027,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,OH,Ohio,RES,residential,,11.42,53687.11101,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,SD,South Dakota,RES,residential,,9.35,4646.38399,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,IN,Indiana,RES,residential,,10.06,33912.09799,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,AZ,Arizona,RES,residential,,11.08,33079.074,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,AK,Alaska,RES,residential,,17.62,2134.42196,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,AL,Alabama,RES,residential,,11.09,33002.81499,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,MT,Montana,RES,residential,,9.75,4913.11,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,MO,Missouri,RES,residential,,9.75,35941.24301,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,MS,Mississippi,RES,residential,,10.17,19336.43,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,MN,Minnesota,RES,residential,,10.96,22523.72703,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,MI,Michigan,RES,residential,,13.27,34811.337,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,MA,Massachusetts,RES,residential,,14.67,20472.512,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,GA,Georgia,RES,residential,,11.05,57749.519,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,FL,Florida,RES,residential,,11.51,116341.105,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,DC,District of Columbia,RES,residential,,13.4,2061.392,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,DE,Delaware,RES,residential,,13.7,4632.094,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,SC,South Carolina,RES,residential,,11.05,30801.731,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,RI,Rhode Island,RES,residential,,14.33,3129.446,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,CT,Connecticut,RES,residential,,18.11,12918.796,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,CO,Colorado,RES,residential,,11.27,18276.79899,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,CA,California,RES,residential,,14.78,88398.416,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,PA,Pennsylvania,RES,residential,,13.26,54795.633,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,AR,Arkansas,RES,residential,,9.02,18787.349,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,OR,Oregon,RES,residential,,9.54,19429.175,number of customers,cents per kilowatt-hour,million kilowatt hours
2011,NV,Nevada,RES,residential,,11.61,11493.279,number of customers,cents per kilowatt-hour,million kilowatt hours
2010,NV,Nevada,RES,residential,,12.36,11614.669,number of customers,cents per kilowatt-hour,million kilowatt hours
2010,ID,Idaho,RES,residential,,7.99,8136.736,number of customers,cents per kilowatt-hour,million kilowatt hours
2010,HI,Hawaii,RES,residential,,28.1,2989.499,number of customers,cents per kilowatt-hour,million kilowatt hours
2010,MD,Maryland,RES,residential,,14.32,28934.074,number of customers,cents per kilowatt-hour,million kilowatt hours
2010,ME,Maine,RES,residential,,15.72,4371.835,number of customers,cents per kilowatt-hour,million kilowatt hours
2010,LA,Louisiana,RES,residential,,8.98,32678.931,number of customers,cents per kilowatt-hour,million kilowatt hours
2010,KY,Kentucky,RES,residential,,8.57,29136.51799,number of customers,cents per kilowatt-hour,million kilowatt hours
2010,WY,Wyoming,RES,residential,,8.77,2727.20099,number of customers,cents per kilowatt-hour,million kilowatt hours
2010,WI,Wisconsin,RES,residential,,12.65,22299.49299,number of customers,cents per kilowatt-hour,million kilowatt hours
2010,WV,West Virginia,RES,residential,,8.79,12442.583,number of customers,cents per kilowatt-hour,million kilowatt hours
2010,WA,Washington,RES,residential,,8.04,34906.92601,number of customers,cents per kilowatt-hour,million kilowatt hours
2010,VA,Virginia,RES,residential,,10.45,48438.958,number of customers,cents per kilowatt-hour,million kilowatt hours
2010,DC,District of Columbia,RES,residential,,14.01,2123.312,number of customers,cents per kilowatt-hour,million kilowatt hours
2010,GA,Georgia,RES,residential,,10.07,61554.49799,number of customers,cents per kilowatt-hour,million kilowatt hours
2010,FL,Florida,RES,residential,,11.44,122244.64998,number of customers,cents per kilowatt-hour,million kilowatt hours
2010,IA,Iowa,RES,residential,,10.42,14554.88798,number of customers,cents per kilowatt-hour,million kilowatt hours
2010,IN,Indiana,RES,residential,,9.56,35058.37199,number of customers,cents per kilowatt-hour,million kilowatt hours
2010,IL,Illinois,RES,residential,,11.52,48582.984,number of customers,cents per kilowatt-hour,million kilowatt hours
2010,DE,Delaware,RES,residential,,13.8,4759.973,number of customers,cents per kilowatt-hour,million kilowatt hours
2010,CT,Connecticut,RES,residential,,19.25,13065.275,number of customers,cents per kilowatt-hour,million kilowatt hours
2010,CO,Colorado,RES,residential,,11.04,18102.386,number of customers,cents per kilowatt-hour,million kilowatt hours
2010,CA,California,RES,residential,,14.75,87256.946,number of customers,cents per kilowatt-hour,million kilowatt hours
2010,AR,Arkansas,RES,residential,,8.86,19230.961,number of customers,cents per kilowatt-hour,million kilowatt hours
2010,AZ,Arizona,RES,residential,,10.97,32448.13799,number of customers,cents per kilowatt-hour,million kilowatt hours
2010,AK,Alaska,RES,residential,,16.26,2093.21701,number of customers,cents per kilowatt-hour,million kilowatt hours
2010,AL,Alabama,RES,residential,,10.67,35529.292,number of customers,cents per kilowatt-hour,million kilowatt hours
2010,NE,Nebraska,RES,residential,,8.94,10106.673,number of customers,cents per kilowatt-hour,million kilowatt hours
2010,MT,Montana,RES,residential,,9.16,4742.794,number of customers,cents per kilowatt-hour,million kilowatt hours
2010,MO,Missouri,RES,residential,,9.08,37302.27899,number of customers,cents per kilowatt-hour,million kilowatt hours
2010,MS,Mississippi,RES,residential,,9.87,20174.826,number of customers,cents per kilowatt-hour,million kilowatt hours
2010,MN,Minnesota,RES,residential,,10.59,22464.79701,number of customers,cents per kilowatt-hour,million kilowatt hours
2010,MI,Michigan,RES,residential,,12.46,34680.715,number of customers,cents per kilowatt-hour,million kilowatt hours
2010,MA,Massachusetts,RES,residential,,14.59,21409.00499,number of customers,cents per kilowatt-hour,million kilowatt hours
2010,KS,Kansas,RES,residential,,10.03,14334.08599,number of customers,cents per kilowatt-hour,million kilowatt hours
2010,ND,North Dakota,RES,residential,,8.13,4392.596,number of customers,cents per kilowatt-hour,million kilowatt hours
2010,NC,North Carolina,RES,residential,,10.12,62160.10701,number of customers,cents per kilowatt-hour,million kilowatt hours
2010,NY,New York,RES,residential,,18.74,50945.648,number of customers,cents per kilowatt-hour,million kilowatt hours
